transaction_date,owner,ticker,asset_description,asset_type,type,amount,comment,senator,ptr_link
04/04/2014,Spouse,--,Barclays Contingent Autocall Vodafone 11.05% 4/10/17,,Purchase,"$15,001 - $50,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/6cfed5f8-e48c-4421-8ce1-18fd087da47e/
04/03/2014,Spouse,BHI,Baker Hughes Incorporated (NYSE),,Sale (Full),"$15,001 - $50,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/6cfed5f8-e48c-4421-8ce1-18fd087da47e/
04/03/2014,Spouse,--,Transocean Ltd,,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/6cfed5f8-e48c-4421-8ce1-18fd087da47e/
04/22/2014,Joint,KO,The Coca-Cola Company (NYSE),,Sale (Full),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/4a7fff78-549e-4c76-95a0-66da2b7b46c4/
04/22/2014,Spouse,BAC,Bank of America Corporation (NYSE),,Sale (Partial),"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/07448275-6b41-47f5-a3ce-73c8f316a166/
04/22/2014,Spouse,COP,ConocoPhillips (NYSE),,Purchase,"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/07448275-6b41-47f5-a3ce-73c8f316a166/
04/23/2014,Spouse,GS,"The Goldman Sachs Group, Inc. (NYSE)",,Sale (Partial),"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/07448275-6b41-47f5-a3ce-73c8f316a166/
04/23/2014,Spouse,AXP,American Express Company (NYSE),,Purchase,"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/07448275-6b41-47f5-a3ce-73c8f316a166/
04/21/2014,Spouse,SCHW,The Charles Schwab Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/07448275-6b41-47f5-a3ce-73c8f316a166/
04/17/2014,Spouse,COP,ConocoPhillips (NYSE),,Purchase,"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/07448275-6b41-47f5-a3ce-73c8f316a166/
04/10/2014,Spouse,FOXA,"Twenty-First Century Fox, Inc. (NASDAQ)",,Sale (Partial),"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/07448275-6b41-47f5-a3ce-73c8f316a166/
04/10/2014,Spouse,LOW,Lowe's Companies Inc. (NYSE),,Sale (Partial),"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/07448275-6b41-47f5-a3ce-73c8f316a166/
04/10/2014,Spouse,LBTYK,Liberty Global plc (NASDAQ),,Sale (Partial),"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/07448275-6b41-47f5-a3ce-73c8f316a166/
04/10/2014,Spouse,LBTYA,Liberty Global plc (NASDAQ),,Sale (Partial),"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/07448275-6b41-47f5-a3ce-73c8f316a166/
04/10/2014,Spouse,GOOG,Google Inc. (NASDAQ),,Sale (Partial),"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/07448275-6b41-47f5-a3ce-73c8f316a166/
04/10/2014,Spouse,DAL,Delta Air Lines Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/07448275-6b41-47f5-a3ce-73c8f316a166/
04/14/2014,Spouse,GILD,Gilead Sciences Inc. (NASDAQ),,Sale (Partial),"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/07448275-6b41-47f5-a3ce-73c8f316a166/
04/15/2014,Spouse,AJG,Arthur J Gallagher &amp; Co. (NYSE),,Purchase,"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/07448275-6b41-47f5-a3ce-73c8f316a166/
04/11/2014,Spouse,DAL,Delta Air Lines Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/07448275-6b41-47f5-a3ce-73c8f316a166/
04/11/2014,Joint,V,Visa Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/6af96223-9cce-47b1-bb59-2060a6de5385/
03/20/2014,Joint,C,Citigroup Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/6af96223-9cce-47b1-bb59-2060a6de5385/
03/20/2014,Joint,SLB,Schlumberger Limited (NYSE),,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/6af96223-9cce-47b1-bb59-2060a6de5385/
03/31/2014,Self,BUD,Anheuser-Busch InBev SA/NV (NYSE),,Purchase,"$50,001 - $100,000",--,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/baeae9dc-9f34-4204-994c-652b0e4848a2/
03/31/2014,Self,ABBV,AbbVie Inc. (NYSE),,Purchase,"$50,001 - $100,000",--,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/baeae9dc-9f34-4204-994c-652b0e4848a2/
02/01/2014,Spouse,--,Israel Bond,,Purchase,"$15,001 - $50,000",IRA,Benjamin L Cardin,https://efdsearch.senate.gov/search/view/ptr/f08ea534-1963-41e9-9737-ba1e4a86faf6/
02/01/2014,Self,--,Israel Bond,,Purchase,"$15,001 - $50,000",IRA,Benjamin L Cardin,https://efdsearch.senate.gov/search/view/ptr/f08ea534-1963-41e9-9737-ba1e4a86faf6/
01/01/2014,Spouse,--,Israel Bond,,Sale (Full),"$15,001 - $50,000",IRA (bond matured),Benjamin L Cardin,https://efdsearch.senate.gov/search/view/ptr/f08ea534-1963-41e9-9737-ba1e4a86faf6/
01/01/2014,Spouse,--,Israel Bond,,Sale (Full),"$15,001 - $50,000",IRA (bond matured),Benjamin L Cardin,https://efdsearch.senate.gov/search/view/ptr/f08ea534-1963-41e9-9737-ba1e4a86faf6/
11/01/2013,Spouse,--,Israel Bond,,Sale (Full),"$1,001 - $15,000",IRA (bond matured),Benjamin L Cardin,https://efdsearch.senate.gov/search/view/ptr/f08ea534-1963-41e9-9737-ba1e4a86faf6/
11/01/2013,Self,--,Israel Bond,,Sale (Full),"$1,001 - $15,000",IRA (bond matured),Benjamin L Cardin,https://efdsearch.senate.gov/search/view/ptr/f08ea534-1963-41e9-9737-ba1e4a86faf6/
10/15/2013,Joint,--,"Meyer M. Cardin Trust, Baltimore, Md. Bond",,Sale (Full),"$1,001 - $15,000",bond matured,Benjamin L Cardin,https://efdsearch.senate.gov/search/view/ptr/f08ea534-1963-41e9-9737-ba1e4a86faf6/
04/08/2014,Spouse,CAT,Caterpillar Inc. (NYSE),,Sale (Partial),"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/072982d0-5c5e-4658-9ea0-a25b76b80f41/
04/09/2014,Spouse,AMZN,Amazon.com Inc. (NASDAQ),,Sale (Partial),"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/072982d0-5c5e-4658-9ea0-a25b76b80f41/
04/09/2014,Spouse,FB,"Facebook, Inc. (NASDAQ)",,Sale (Partial),"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/072982d0-5c5e-4658-9ea0-a25b76b80f41/
04/07/2014,Spouse,M,"Macy's, Inc. (NYSE)",,Purchase,"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/072982d0-5c5e-4658-9ea0-a25b76b80f41/
04/07/2014,Spouse,HON,Honeywell International Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/072982d0-5c5e-4658-9ea0-a25b76b80f41/
03/28/2014,Joint,--,PROSHARES TRUST ETF,,Sale (Full),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/647ef29d-2d05-44c0-8a5f-66183194cb66/
03/28/2014,Joint,--,SANOFI ADR,,Sale (Full),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/647ef29d-2d05-44c0-8a5f-66183194cb66/
03/28/2014,Joint,FCX,Freeport-McMoRan Copper &amp; Gold Inc. (NYSE),,Sale (Full),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/647ef29d-2d05-44c0-8a5f-66183194cb66/
03/28/2014,Joint,--,XILINX Inc.,,Purchase,"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/647ef29d-2d05-44c0-8a5f-66183194cb66/
03/28/2014,Joint,--,SPDR S&amp;P Biotech ETF,,Purchase,"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/647ef29d-2d05-44c0-8a5f-66183194cb66/
03/28/2014,Joint,--,NCR Corp New,,Purchase,"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/647ef29d-2d05-44c0-8a5f-66183194cb66/
03/28/2014,Joint,ALTR,Altera Corp. (NASDAQ),,Purchase,"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/647ef29d-2d05-44c0-8a5f-66183194cb66/
03/28/2014,Self,ZMH,"Zimmer Holdings, Inc. (NYSE)",,Purchase,"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/ae491574-c7dc-414f-b601-8b3cea60f4f7/
03/28/2014,Self,--,NCR Corp New,,Purchase,"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/ae491574-c7dc-414f-b601-8b3cea60f4f7/
03/28/2014,Self,MSFT,Microsoft Corporation (NASDAQ),,Purchase,"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/ae491574-c7dc-414f-b601-8b3cea60f4f7/
03/28/2014,Self,--,Global X Funds ETF,,Purchase,"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/ae491574-c7dc-414f-b601-8b3cea60f4f7/
03/28/2014,Self,--,Proshares Trust ETF,,Sale (Full),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/ae491574-c7dc-414f-b601-8b3cea60f4f7/
03/28/2014,Self,--,Sanofi ADR,,Sale (Full),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/ae491574-c7dc-414f-b601-8b3cea60f4f7/
03/28/2014,Self,--,Qualcomm Inc.,,Sale (Partial),"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/ae491574-c7dc-414f-b601-8b3cea60f4f7/
03/28/2014,Self,--,Express Scripts HLDG Co.,,Purchase,"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/ae491574-c7dc-414f-b601-8b3cea60f4f7/
03/28/2014,Self,--,Applied Materials Inc,,Purchase,"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/ae491574-c7dc-414f-b601-8b3cea60f4f7/
03/28/2014,Self,AAPL,Apple Inc. (NASDAQ),,Purchase,"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/ae491574-c7dc-414f-b601-8b3cea60f4f7/
04/03/2014,Spouse,CRM,"Salesforce.com, Inc (NYSE)",,Sale (Partial),"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/7979b93e-f577-4806-9c20-de0d175b42df/
04/03/2014,Spouse,CELG,Celgene Corporation (NASDAQ),,Sale (Partial),"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/7979b93e-f577-4806-9c20-de0d175b42df/
04/04/2014,Spouse,RHHBY,Roche Holding AG (OTC Markets),,Purchase,"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/7979b93e-f577-4806-9c20-de0d175b42df/
04/03/2014,Spouse,MSFT,Microsoft Corporation (NASDAQ),,Purchase,"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/7979b93e-f577-4806-9c20-de0d175b42df/
04/03/2014,Spouse,M,"Macy's, Inc. (NYSE)",,Purchase,"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/7979b93e-f577-4806-9c20-de0d175b42df/
04/03/2014,Spouse,UTX,United Technologies Corp. (NYSE),,Purchase,"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/7979b93e-f577-4806-9c20-de0d175b42df/
04/03/2014,Spouse,GM,General Motors Company (NYSE),,Sale (Partial),"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/7979b93e-f577-4806-9c20-de0d175b42df/
04/03/2014,Spouse,CELG,Celgene Corporation (NASDAQ),,Sale (Partial),"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/7979b93e-f577-4806-9c20-de0d175b42df/
04/03/2014,Spouse,RHT,"Red Hat, Inc. (NYSE)",,Sale (Partial),"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/7979b93e-f577-4806-9c20-de0d175b42df/
04/03/2014,Spouse,CRM,"Salesforce.com, Inc (NYSE)",,Sale (Partial),"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/7979b93e-f577-4806-9c20-de0d175b42df/
04/02/2014,Spouse,C,Citigroup Inc. (NYSE),,Sale (Partial),"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/54522c7e-0dc2-4ace-8171-ad73209a20a0/
03/28/2014,Spouse,WIN,"Windstream Holdings, Inc. (NASDAQ)",,Sale (Partial),"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/54522c7e-0dc2-4ace-8171-ad73209a20a0/
03/31/2014,Spouse,ACE,ACE Limited (NYSE),,Sale (Partial),"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/54522c7e-0dc2-4ace-8171-ad73209a20a0/
03/31/2014,Spouse,DAL,Delta Air Lines Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/54522c7e-0dc2-4ace-8171-ad73209a20a0/
03/28/2014,Spouse,DAL,Delta Air Lines Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/54522c7e-0dc2-4ace-8171-ad73209a20a0/
03/21/2014,Spouse,--,UBS Autocall Met Life,,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/e9aadf86-d3ed-49c2-9bcf-44a600c0ea54/
03/19/2014,Spouse,--,MS Autocall Dow Chemical,,Sale (Full),"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/e9aadf86-d3ed-49c2-9bcf-44a600c0ea54/
03/14/2014,Spouse,--,HSBC Autocall Transocean,,Purchase,"$1,001 - $15,000",--,Thomas R Carper,https://efdsearch.senate.gov/search/view/ptr/e9aadf86-d3ed-49c2-9bcf-44a600c0ea54/
03/05/2014,Spouse,KSU,Kansas City Southern (NYSE),,Purchase,"$1,001 - $15,000",--,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/f7835d2e-ed40-4319-bfd7-0f8660e43c35/
03/10/2014,Spouse,BAC,Bank of America Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/f7835d2e-ed40-4319-bfd7-0f8660e43c35/
03/14/2014,Spouse,BAC,Bank of America Corporation (NYSE),,Purchase,"$15,001 - $50,000",--,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/f7835d2e-ed40-4319-bfd7-0f8660e43c35/
03/14/2014,Spouse,FB,"Facebook, Inc. (NASDAQ)",,Purchase,"$1,001 - $15,000",--,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/f7835d2e-ed40-4319-bfd7-0f8660e43c35/
03/07/2014,Spouse,AAPL,Apple Inc. (NASDAQ),,Purchase,"$50,001 - $100,000",--,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/f7835d2e-ed40-4319-bfd7-0f8660e43c35/
03/07/2014,Spouse,BIDU,"Baidu, Inc. (NASDAQ)",,Purchase,"$1,001 - $15,000",--,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/f7835d2e-ed40-4319-bfd7-0f8660e43c35/
03/06/2014,Spouse,NFLX,"Netflix, Inc. (NASDAQ)",,Purchase,"$15,001 - $50,000",--,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/f7835d2e-ed40-4319-bfd7-0f8660e43c35/
03/06/2014,Spouse,NFLX,"Netflix, Inc. (NASDAQ)",,Purchase,"$15,001 - $50,000",--,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/f7835d2e-ed40-4319-bfd7-0f8660e43c35/
03/06/2014,Spouse,BIDU,"Baidu, Inc. (NASDAQ)",,Purchase,"$50,001 - $100,000",--,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/f7835d2e-ed40-4319-bfd7-0f8660e43c35/
03/03/2014,Spouse,BIDU,"Baidu, Inc. (NASDAQ)",,Sale (Full),"$15,001 - $50,000",--,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/f7835d2e-ed40-4319-bfd7-0f8660e43c35/
03/05/2014,Spouse,FB,"Facebook, Inc. (NASDAQ)",,Sale (Partial),"$1,001 - $15,000",--,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/f7835d2e-ed40-4319-bfd7-0f8660e43c35/
03/05/2014,Spouse,FB,"Facebook, Inc. (NASDAQ)",,Sale (Partial),"$1,001 - $15,000",--,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/f7835d2e-ed40-4319-bfd7-0f8660e43c35/
03/03/2014,Spouse,AAPL,Apple Inc. (NASDAQ),,Sale (Full),"$50,001 - $100,000",--,Pat Roberts,https://efdsearch.senate.gov/search/view/ptr/f7835d2e-ed40-4319-bfd7-0f8660e43c35/
03/27/2014,Spouse,M,"Macy's, Inc. (NYSE)",,Purchase,"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/07b76e11-bd25-44ea-b098-5916b8cacaaa/
03/27/2014,Spouse,MSFT,Microsoft Corporation (NASDAQ),,Purchase,"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/07b76e11-bd25-44ea-b098-5916b8cacaaa/
03/27/2014,Spouse,BIIB,Biogen Idec Inc. (NASDAQ),,Sale (Partial),"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/07b76e11-bd25-44ea-b098-5916b8cacaaa/
03/27/2014,Spouse,CELG,Celgene Corporation (NASDAQ),,Sale (Partial),"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/07b76e11-bd25-44ea-b098-5916b8cacaaa/
03/17/2014,Self,ZMH,"Zimmer Holdings, Inc. (NYSE)",,Purchase,"$1,001 - $15,000",--,John F Reed,https://efdsearch.senate.gov/search/view/ptr/e2110960-61ee-40c1-9b2f-44d8ffa76bc7/
03/13/2014,Joint,JPJQL,JP MORGAN CHASE (OTC Markets),,Purchase,"$15,001 - $50,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/7f08d6a1-ba72-4fb4-a37c-4ec1d669aa0f/
03/13/2014,Joint,CLX,The Clorox Company (NYSE),,Sale (Full),"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/7f08d6a1-ba72-4fb4-a37c-4ec1d669aa0f/
03/13/2014,Joint,GE,General Electric Company (NYSE),,Sale (Partial),"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/7f08d6a1-ba72-4fb4-a37c-4ec1d669aa0f/
03/13/2014,Joint,AAPL,Apple Inc. (NASDAQ),,Sale (Partial),"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/7f08d6a1-ba72-4fb4-a37c-4ec1d669aa0f/
03/13/2014,Joint,KO,The Coca-Cola Company (NYSE),,Sale (Partial),"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/7f08d6a1-ba72-4fb4-a37c-4ec1d669aa0f/
03/13/2014,Joint,VFC,V.F. Corporation (NYSE),,Sale (Partial),"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/7f08d6a1-ba72-4fb4-a37c-4ec1d669aa0f/
02/19/2014,Child,ORCL,Oracle Corporation (NYSE),,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/7f08d6a1-ba72-4fb4-a37c-4ec1d669aa0f/
02/19/2014,Child,VAR,"Varian Medical Systems, Inc. (NYSE)",,Sale (Full),"$15,001 - $50,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/7f08d6a1-ba72-4fb4-a37c-4ec1d669aa0f/
02/19/2014,Child,TWX,Time Warner Inc. (NYSE),,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/7f08d6a1-ba72-4fb4-a37c-4ec1d669aa0f/
02/19/2014,Child,JPM,JPMorgan Chase &amp; Co. (NYSE),,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/7f08d6a1-ba72-4fb4-a37c-4ec1d669aa0f/
03/13/2014,Self,VFC,V.F. Corporation (NYSE),,Sale (Partial),"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/7f08d6a1-ba72-4fb4-a37c-4ec1d669aa0f/
03/13/2014,Self,BEAV,B/E Aerospace Inc. (NASDAQ),,Purchase,"$15,001 - $50,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/7f08d6a1-ba72-4fb4-a37c-4ec1d669aa0f/
02/25/2014,Self,DHR,Danaher Corp. (NYSE),,Sale (Partial),"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/7f08d6a1-ba72-4fb4-a37c-4ec1d669aa0f/
02/25/2014,Self,PANW,"Palo Alto Networks, Inc. (NYSE)",,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/7f08d6a1-ba72-4fb4-a37c-4ec1d669aa0f/
02/25/2014,Self,QLIK,"Qlik Technologies, Inc. (NASDAQ)",,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/7f08d6a1-ba72-4fb4-a37c-4ec1d669aa0f/
02/19/2014,Self,V,Visa Inc. (NYSE),,Purchase,"$15,001 - $50,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/7f08d6a1-ba72-4fb4-a37c-4ec1d669aa0f/
02/19/2014,Self,EL,The Est (NYSE),,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/7f08d6a1-ba72-4fb4-a37c-4ec1d669aa0f/
02/19/2014,Self,ACE,ACE Limited (NYSE),,Purchase,"$1,001 - $15,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/7f08d6a1-ba72-4fb4-a37c-4ec1d669aa0f/
02/19/2014,Self,CLX,The Clorox Company (NYSE),,Sale (Full),"$15,001 - $50,000",--,Sheldon Whitehouse,https://efdsearch.senate.gov/search/view/ptr/7f08d6a1-ba72-4fb4-a37c-4ec1d669aa0f/
03/18/2014,Spouse,AIG,"American International Group, Inc. (NYSE)",,Sale (Partial),"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/fa1f4bdc-b23d-4f6c-ab85-75203a9e80a2/
03/19/2014,Spouse,BA,The Boeing Company (NYSE),,Purchase,"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/fa1f4bdc-b23d-4f6c-ab85-75203a9e80a2/
03/19/2014,Spouse,CRM,"Salesforce.com, Inc (NYSE)",,Sale (Partial),"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/fa1f4bdc-b23d-4f6c-ab85-75203a9e80a2/
03/14/2014,Spouse,AEP,"American Electric Power Co., Inc. (NYSE)",,Sale (Partial),"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/fa1f4bdc-b23d-4f6c-ab85-75203a9e80a2/
03/12/2014,Spouse,NWL,Newell Rubbermaid Inc. (NYSE),,Sale (Partial),"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/c1b6d1af-f711-4048-80f8-b2df63800f33/
03/11/2014,Spouse,ACE,ACE Limited (NYSE),,Sale (Partial),"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/c1b6d1af-f711-4048-80f8-b2df63800f33/
03/11/2014,Spouse,VRX,"Valeant Pharmaceuticals International, Inc. (NYSE)",,Purchase,"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/c1b6d1af-f711-4048-80f8-b2df63800f33/
03/07/2014,Spouse,FB,"Facebook, Inc. (NASDAQ)",,Purchase,"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/c1b6d1af-f711-4048-80f8-b2df63800f33/
03/07/2014,Spouse,SLB,Schlumberger Limited (NYSE),,Purchase,"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/c1b6d1af-f711-4048-80f8-b2df63800f33/
03/07/2014,Spouse,GE,General Electric Company (NYSE),,Sale (Partial),"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/c1b6d1af-f711-4048-80f8-b2df63800f33/
03/04/2014,Spouse,RHT,"Red Hat, Inc. (NYSE)",,Purchase,"$1,001 - $15,000",--,Susan M Collins,https://efdsearch.senate.gov/search/view/ptr/c1b6d1af-f711-4048-80f8-b2df63800f33/
02/24/2014,Self,--,Westbrand Inc Bank Holding Co (Stock),,Purchase,"$1,001 - $15,000",--,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/556ca47a-cf91-4f62-bab5-9105616259f5/
02/19/2014,Self,IBM,International Business Machines Corporation (NYSE),,Purchase,"$50,001 - $100,000",--,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/556ca47a-cf91-4f62-bab5-9105616259f5/
02/19/2014,Self,VFC,V.F. Corporation (NYSE),,Purchase,"$50,001 - $100,000",--,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/556ca47a-cf91-4f62-bab5-9105616259f5/
02/19/2014,Self,CTSH,Cognizant Technology Solutions Corporation (NASDAQ),,Purchase,"$50,001 - $100,000",--,John Hoeven,https://efdsearch.senate.gov/search/view/ptr/556ca47a-cf91-4f62-bab5-9105616259f5/
